movieId,rating,numVotes
AVL19,7.8,12307
AVL30,5.0,12730
AVL35,4.7,2376
CD29,5.0,2704
GeP40,5.1,12588
LMa21,7.2,4149
LMa23,5.3,8752
LMa26,6.9,13170
LMa37,8.8,196
MR19,5.8,14302
MR21,7.3,12381
MR25,7.1,10417
RoV1,4.2,1303
RoV10,7.8,8856
TPo8,7.6,6491
TPo13,5.1,3113
TPo20,7.9,9131
TPo21,7.8,10339
ArH208,7.8,8464
ArH210,6.0,309
ArH215,4.7,9116
ArH216,4.8,13217
ArH217,7.9,11923
ArH218,4.3,3720
ArH220,6.5,11674
ArH225,8.9,5411
ArH230,5.8,13682
ArH236,7.2,8297
DTa210,5.9,13937
DTa211,4.9,6663
DTa212,7.6,7798
DTa215,6.4,6849
IFr5,7.0,5684
IFr19,5.2,10265
IFr25,4.7,5143
IFr30,7.9,508
IFr51,6.2,2088
IFr52,7.7,5460
MiW20,7.1,12483
MiW22,8.5,341
MiW30,4.4,8694
MiW35,5.6,1887
MiW40,6.9,2498
MiW43,6.5,10571
RDa21,3.1,3651
RMu37,6.8,13745
RMu41,7.1,6668
RMu46,7.0,10449
RMu50,3.3,1510
SJF17,6.7,3141
SJF21,5.7,12671
SJF22,7.3,12109
SJF23,6.6,5425
SL20,6.9,605
SL22,6.9,2772
SL23,4.7,4155
SL26,9.0,14305
SL29,5.6,11866
SL33,7.0,5353
SL35,8.7,9262
SL37,6.0,1976
SL39,5.7,14654
SL44,6.8,7694
SL49,8.0,13713
SL53,6.6,11627
SL56,7.0,14984
SS5,7.4,6680
SS6,7.8,2727
SS7,5.6,616
SS8,5.3,4692
SS9,7.6,5977
SS11,4.8,1063
SS12,4.0,13019
SS24,6.5,5962
SS26,4.7,10935
SS34,6.2,2881
ArP5,5.2,5885
ArP15,6.3,8614
ArP16,5.4,9196
ArP18,6.8,6099
ArP20,7.4,11959
DLR15,7.9,9493
IrK10,4.4,14055
IrK15,6.0,1094
IrK25,8.9,781
JCv16,8.1,1826
KRz36,6.8,6856
MCm1,5.6,855
DoS12,7.5,14984
DPt21,7.1,4619
DPt23,6.4,7661
PWe10,5.7,7882
SRo35,6.5,7953
SRo39,8.5,663
SRo40,7.8,13894
TRs22,4.5,11551
TRs23,4.8,14248
TRs25,6.6,552
IS6,3.3,10527
IS7,3.1,8044
IS8,4.4,6547
IS9,8.4,12759
IS25,5.0,13579
JL13,7.4,9578
JqD12,7.7,1125
JqD15,6.1,11450
JWa2,6.1,3021
MaB30,4.5,5262
MeW10,8.2,2405
PVh17,7.6,7544
PVh18,8.1,1187
RRu10,5.4,2525
RRu15,5.5,784
RRu20,7.4,7787
BFo14,4.7,12725
FrF28,8.1,13075
GeW3,5.9,10061
GoH54,6.0,11868
ICs10,6.6,4731
RDL10,4.6,79
RDL12,7.1,8368
RDL15,5.4,3008
RDL18,5.4,9153
RDL19,5.5,11743
RDL20,4.5,6095
RoP5,7.1,1520
RoP8,8.2,14530
RoP9,5.3,2397
RoP10,5.9,4742
SaP10,7.3,8062
SaP11,7.7,3097
SaP13,8.1,13853
SaP15,7.7,14283
SaP19,6.1,13093
SaP20,6.4,6704
SeL35,6.4,8949
SeL55,5.2,7074
BB7,6.6,2615
BB15,5.4,4084
CJ8,6.7,3931
CJ9,6.6,13559
CJ10,6.6,8026
ElS2,7.6,7416
FPy10,6.4,10112
FPy20,6.7,914
FPy22,4.4,1425
GRH6,6.9,9974
GRH7,6.4,8058
GRH8,6.7,5655
GRH10,4.9,13843
GRH11,7.9,7857
GRH12,4.5,10785
GRH20,6.9,4663
LHM1,6.7,2391
PY4,5.7,5116
PY10,6.0,6102
PY13,7.1,11752
PY15,5.0,7038
PY19,7.1,6068
PY20,7.9,11571
RD4,5.2,7712
RD7,7.9,13996
RD8,5.9,5730
RD35,4.0,8423
RD37,6.9,6832
RD41,7.2,9836
RNe10,5.1,4993
RNe23,4.5,13744
SP35,4.6,12428
SP40,5.9,6810
SP45,6.8,9428
SP46,7.8,7913
SP47,6.6,520
SP49,6.9,6747
SP55,7.8,8898
SP57,6.0,2289
BdY4,7.1,10618
DCh10,5.9,7082
FFC4,4.6,11709
FFC5,7.3,8814
FFC6,5.8,14483
FFC7,7.1,12555
FFC8,8.1,12793
FFC9,6.5,9911
FFC10,6.3,5219
FFC24,6.6,14595
FFC26,8.3,4786
FFC29,3.1,12022
FJS13,4.8,4723
FJS14,7.4,14644
FJS16,7.1,7953
FJS18,8.4,3535
FJS29,5.4,2588
ILa31,6.1,10970
ILa32,8.8,12906
ILa33,6.2,6160
ILa34,4.2,14651
ILa38,5.1,11463
JaS48,5.1,2569
JaS56,5.1,12928
JaS65,6.4,4646
NJ8,4.4,5069
NJ11,6.2,2028
NJ13,9.0,14757
NJ14,7.2,12746
NJ15,7.4,10783
NJ16,4.6,4108
NJ30,5.9,10218
PK3,7.0,231
PK6,4.2,7050
PK7,4.5,2325
PK20,5.1,3841
SSe10,6.0,14751
WHu7,5.8,11168
CB18,7.0,4573
IDk3,5.9,13052
IDk4,5.4,10755
IDk32,5.2,1349
IvP20,7.8,8992
IvP27,7.7,10343
KRu2,4.8,11146
KRu4,5.2,12248
KRu8,7.5,6031
KRu12,6.9,6112
LwT20,8.6,8940
LwT30,5.1,9771
LwT33,5.1,2196
MAp25,6.8,12195
MAp27,7.9,2133
MAp29,7.8,5248
MAp45,4.6,14308
MF5,8.5,9561
MF6,6.0,12654
MF7,7.0,11206
MF9,7.6,8389
WFr36,6.5,6902
WFr38,5.5,2020
WFr42,8.6,7284
WFr45,5.7,5693
WFr75,3.6,9450
AMD13,4.8,6888
AMD16,7.2,7719
CCG3,4.5,11789
CCG7,6.3,7582
CCG15,3.7,4857
EtS7,7.6,6039
FrP10,4.4,2465
FrP14,6.9,3066
IBo5,7.0,9103
IBo7,5.9,1269
IBo20,6.3,3758
IBo30,3.4,324
IKo5,4.0,9029
JBH20,5.1,2939
JTl9,6.2,1303
MBe10,4.5,4040
NoT10,7.8,9331
NoT12,8.1,10366
SkT1,5.7,4194
FZe2,6.2,7644
FZe3,7.2,14619
FZe6,8.2,794
HyA10,6.8,11675
HyA30,6.0,2410
JeH30,7.0,11436
JSg10,7.7,1490
JSg18,5.9,2523
JSg20,6.3,5468
JSg22,5.8,2875
JuF10,8.4,9350
MeG12,7.2,14370
MeG15,5.8,1450
MeG30,6.7,4685
MN3,7.3,3761
MN4,4.2,14570
MN5,6.1,7102
MN8,8.4,11768
MN20,8.0,4795
MiS3,6.7,6914
REM5,6.9,6877
REM10,7.7,3478
SRm10,5.6,5663
VoS20,4.8,6543
VoS26,4.4,1803
CaR7,6.3,622
CaR22,7.6,11623
CaR31,5.9,5252
CaR35,6.3,5080
GSs1,6.8,14869
GSs3,5.4,11509
IAv4,6.7,9065
IAv7,7.5,13602
IAv10,6.3,14865
IAv14,6.8,12635
IAv16,8.5,1730
IAv18,5.8,7172
IAv21,5.6,1312
LaJ13,7.9,10534
LaJ20,4.8,4994
MRt5,7.9,869
MRt8,8.3,6706
MRt11,8.0,11440
MRt15,8.7,364
PCo13,6.0,4562
PCo17,7.2,13030
ToL1,5.2,11939
ToL10,6.7,9814
WBz13,4.0,6768
AHv10,6.3,6129
AnP7,6.6,7712
BdP8,7.4,8955
BdP12,4.9,6870
BdP13,4.8,14036
BdP14,6.7,3110
BdP15,4.4,7401
BdP16,7.9,13210
BdP23,5.3,2872
BdP26,6.9,10602
BzK10,7.8,10984
BzK15,7.9,12823
BzK20,6.3,12893
CPR10,7.7,2222
GiC10,4.2,14151
GiC12,4.7,8876
GRo18,6.0,14485
GRo20,5.5,5575
JFr15,7.1,1335
JGo10,4.8,13728
JGo13,6.3,3986
JiC10,8.3,1047
JMB2,3.9,1010
JMB3,7.6,6678
JRl10,6.3,6339
JRl15,6.1,10139
JRl20,3.9,14794
JRl10,3.7,3144
JrP10,8.0,2540
KBi5,7.9,11341
KBi10,4.8,1243
MB1,7.0,10351
MB2,7.1,9840
MB3,4.1,3083
MB4,6.5,14446
MB6,5.3,7732
MB9,4.9,12422
MB10,5.2,1398
MRy5,5.4,4912
MRy9,5.4,1008
MRy10,5.2,1046
NoB10,4.7,8352
PBo11,4.6,1206
PlB20,7.3,11534
PNe3,7.6,1410
SuR10,8.3,7213
UlG3,4.1,12505
UlG10,5.4,12595
AlA50,4.8,8245
BGH10,6.4,14913
BGH20,6.2,1541
BGH26,5.3,3309
BSc25,6.9,13123
CHo5,5.6,12853
DCa5,5.8,2482
DCa10,6.1,3786
DHo1,8.2,3247
HbR2,6.4,8274
HbR5,4.8,2378
HbR8,7.1,3237
HbR10,5.5,3745
HbR15,7.8,3037
HbR17,6.9,7398
HbR18,6.8,8953
HbR21,5.4,13505
HbR34,4.2,33
IWa40,6.2,6458
LHK3,6.8,210
LPe10,5.9,11447
LPe15,6.3,2557
NiR3,5.7,191
PHt1,4.8,9853
PHt8,6.2,6620
PHt15,5.3,14536
RA3,5.8,13274
RA4,8.5,8211
RA5,5.7,6090
RA19,5.9,10625
RbD3,6.3,11473
RWF37.,4.6,3650
WA1,4.8,142
WA2,6.5,10642
WA3,8.4,14094
WA4,7.7,9639
WA5,4.5,775
WA8,6.8,13033
WA9,8.0,5143
WA10,7.6,7068
WA11,4.7,8199
WA12,6.8,11794
WA22,7.1,284
WGr50,5.7,12996
WiG10,7.4,1283
BRf32,4.4,6706
DaA1,5.7,7157
DaA5,7.1,6692
DaA18,5.7,11970
DCr15,5.1,3364
DCr17,6.9,6738
DCr18,5.1,9636
DCr25,4.1,12826
DoC7,7.5,798
DoC10,7.9,5364
EMa15,5.1,7588
EMa25,3.6,5637
FSc10,7.6,2805
FSc13,7.5,13411
FSc25,6.2,6811
FSc29,5.6,9966
HAs2,7.7,233
HAs3,8.9,12195
HAs10,7.7,7806
HWe10,4.4,11934
HPr20,5.2,14154
JaB2,5.5,8766
JaB5,7.3,2159
JaB6,7.5,11755
JSb5,5.2,7116
JSb8,7.6,5912
JSb10,8.4,7064
JSb13,4.6,6344
JSb20,4.8,9305
JSb30,3.6,9842
KCo15,4.8,8700
KCo20,6.3,14658
KCo22,6.1,4273
MS2,4.3,14648
MS4,7.0,4517
MS5,6.8,12415
MS7,5.3,13361
MS18,5.2,5161
MS19,7.1,13233
MS26,6.0,11144
MS28,7.1,6315
MWa10,6.3,11726
PeS10,8.7,12592
PM1,5.2,2641
PMa8,5.7,6849
PM9,7.7,6852
PM15,7.0,13507
RAu10,8.8,12072
RBe3,7.6,1784
RBe5,4.7,5342
RBe12,8.5,14237
RBe19,5.2,4336
RFu20,7.2,4303
SSg20,6.5,934
ThC40,5.9,759
VME8,5.5,13288
VME9,5.2,4360
VME13,8.2,9688
VME15,7.9,13447
VME18,6.8,1528
VME20,5.9,2959
WCr4,7.5,13435
WCr5,8.2,6139
WCr10,6.4,5572
AJP1,6.7,7974
AJP2,6.8,10482
AJP3,5.2,14020
AJP5,7.6,2758
AJP6,8.1,7630
AJP7,4.9,14279
AJP15,8.2,2144
AJP29,6.0,227
CEa1,8.6,8582
CEa2,7.8,3387
CEa3,6.5,1194
CEa4,7.6,7623
CEa6,6.4,9347
CEa7,7.6,5521
CEa8,7.9,3259
CEa9,6.5,3831
CEa17,6.6,1173
CEa19,7.2,6026
CH10,5.5,12334
CoH1,7.1,10338
CoH3,4.4,7914
DaT10,5.0,2807
DTr10,6.0,14636
GgL1,4.6,7827
GgL2,4.7,535
GgL5,5.3,5898
GgL6,4.9,67
GPk10,5.7,11516
GPk12,8.6,15000
HJ5,4.4,12383
HJ7,5.8,10367
HJ18,6.4,12089
HKu10,8.8,3328
IBa7,7.6,4597
IBa9,5.2,8616
IBa10,6.4,655
IBa11,6.0,12237
IBa12,7.2,6667
IBa13,9.0,5118
IBa16,5.0,14463
IBa22,5.0,10516
IHk10,7.3,5688
IHk25,6.6,3327
IHk30,5.3,1018
IvR3,5.9,13600
IvR4,5.0,11435
IvR14,6.7,113
IvR19,3.4,3486
IvR25,3.4,13907
JJA5,8.5,13620
JJA25,7.3,7481
LnK10,8.9,7150
LTu30,5.1,4816
MiT8,7.6,13505
MSL10,8.8,8653
MSL15,6.7,10704
MvC20,5.3,1391
PDu3,7.0,1631
PDu10,7.6,1908
PWr3,5.3,4934
PWr5,7.2,13890
PWr6,7.8,10167
RBa12,6.5,2786
RSa5,6.1,12540
RSfl0,7.0,11160
RSf20,7.5,14919
SPo1,7.6,8430
SPo2,4.7,8252
SPo6,8.7,8874
StF12,4.6,7828
BCl4,5.6,11192
BCl5,6.9,14243
BCl7,7.5,5739
BCl10,6.8,4297
DaH1,4.6,7646
EgM12,4.2,2009
ELh1,6.2,221
FLe10,7.6,9619
GBl10,6.3,1965
GBl20,7.4,12764
GDa10,6.6,12545
GrD10,3.0,4841
HSm10,7.5,238
HwM10,4.6,9146
JeJ15,6.3,9511
LCh25,8.4,83
MiK1,6.1,13661
MiK2,6.1,5036
PBa3,8.6,8784
PBa4,5.1,12686
PBa6,5.1,24
PBa9,5.0,2701
PBa12,8.9,965
PMe10,6.1,12224
PMe15,8.6,13936
PMe20,7.5,3086
PMe30,5.3,61
PMe36,4.7,196
RAC10,6.6,1533
RAC20,6.1,8140
TmM1,5.9,12289
AMy10,6.9,3110
AMy18,4.0,12472
APa5,5.6,11242
APa6,4.0,11020
APa7,5.6,7963
APa12,6.1,12346
DDu10,8.6,10583
DDu15,8.2,4973
EdC10,5.4,6101
GKc2,9.0,3677
GKc4,5.9,11239
GlJ40,7.7,2933
IHc10,5.1,14741
IMi1,8.7,12089
IMi4,4.7,4185
IMi10,5.1,14073
IWo35,5.1,9045
IWo40,8.3,8453
JkS10,7.2,11934
MCi1,7.1,9797
MCi2,7.2,5698
MCi3,5.0,8861
MCi10,6.8,6703
MiC5,5.7,2757
MiC15,4.8,7801
MiC20,7.7,1770
RbC10,6.4,1684
RbC17,6.5,6400
RbC20,5.8,3135
RbC30,5.8,12576
RCm15,7.8,11452
TMa1,6.3,9373
TMa10,6.1,4697
CWh10,7.5,12814
GNe5,7.9,811
GPC5,5.5,876
GPC10,5.3,8772
ICa1,6.7,7458
ICa3,5.4,13911
ICa5,4.9,11877
ICa6,6.9,8609
ICa8,6.0,5975
ICa9,7.4,10252
ICa10,7.9,13154
ICa25,6.2,3278
ICa27,6.4,2085
JDe1,8.0,2682
JDe3,4.9,1206
JDe10,7.7,2833
JDe15,7.4,6182
JDe23,7.9,4395
JLe10,6.9,8464
JMS1,7.5,1502
JMS9,6.4,5428
JSz3,6.7,14874
JSz4,7.3,14334
JSz10,5.7,11791
JSz12,6.5,12602
JuJ1,3.0,12819
JuJ2,5.7,11079
JuJ17,7.8,4527
MLi10,5.8,5477
SBs10,6.3,4522
StC10,6.7,3691
StC20,8.9,750
StC30,5.1,8264
ToH10,7.6,4900
ToH20,5.8,4037
xGr10,7.9,3545
ClW10,6.2,8488
DGi10,7.9,4173
DRi10,4.5,10365
DRi14,4.8,7510
DRi20,5.6,10928
HeB15,8.0,6188
JiS10,9.0,5681
JKp8,6.8,12173
JKp15,5.7,11879
JKp18,7.9,5733
LQJ10,7.9,7634
MxA10,7.3,12317
NSg10,7.1,5244
RaK5,7.9,6779
RaK7,8.0,8060
RaK8,5.0,2367
RaK9,8.6,8869
RaK10,5.3,11612
RaK12,5.3,6327
TiG2,7.6,12551
TGi4,7.4,5730
TGi9,8.4,5991
WHl1,5.0,11077
WHl4,6.8,10216
WHl6,4.7,12932
WHl8,4.5,6457
WHl10,5.1,6644
WHl15,5.8,10071
WHl20,5.4,7447
WHl32,7.9,5671
ARu28,4.4,6191
BeG10,4.6,1950
BrB5,7.8,11410
BRB7,4.6,6276
BrB10,7.7,11551
BrB15,7.0,13826
BuR10,5.7,2188
BuR14,6.7,4924
BuR20,4.1,13589
CGr10,6.2,12100
CkB10,7.5,12419
ChL2,7.7,14472
FDL15,7.1,9317
GeO10,6.5,4813
IFy10,8.0,8638
IFy20,6.5,11633
IFy40,7.7,13202
ILn10,6.6,13054
JFg10,8.0,8371
JFg20,7.0,13288
JHj10,5.2,14348
JoD5,8.4,1287
JoD9,6.0,12130
JoD11,8.6,1400
JoD20,7.5,4863
JoD34,7.7,8442
JsF10,6.2,167
LIC10,7.5,4757
LIC20,7.0,5915
LIC30,7.6,2346
KSh10,6.9,7661
MLu10,4.0,438
MMi10,4.8,9796
MMi20,5.6,10217
MMi21,4.1,11296
MSz8,5.3,1852
MSz10,6.3,4532
MSz11,5.1,12541
MSz15,7.4,11715
MxB10,5.1,11978
NiG10,4.9,9683
NiG20,8.2,816
RbM1,6.5,2794
RbM10,5.4,9871
RHf10,6.9,13277
RHf20,9.0,807
RHo5,7.9,10681
RHo29,5.8,4368
RMr10,4.7,14909
SRf10,6.3,11843
SRf20,6.1,6136
SRf21,7.5,1353
TKo10,6.3,4858
TKo15,5.4,12643
TKo19,7.0,4834
WGi5,6.4,3002
WGi10,4.5,302
WGi15,5.4,2924
WiW20,3.5,13745
AsL10,7.1,11567
ASo1,8.5,2601
EMt10,4.1,11776
HNe10,6.4,4638
HNe12,5.5,14081
HNe15,6.3,13030
HNe17,5.5,4197
HNe20,6.0,13500
HNe25,4.7,1917
HoG10,4.8,6292
JBr10,7.5,6925
JNi10,7.3,2697
JNi20,8.2,13085
JNi24,7.7,10020
MPr1,7.1,7937
MPr10,4.0,13410
MPr11,5.2,2767
OlH1,5.9,5761
RBn10,4.6,1647
RCj11,5.7,12487
RCj20,8.2,3573
RDo10,4.8,12785
RDo20,8.1,14338
RDo30,6.7,6904
RDo32,6.8,12179
RDo36,4.2,2857
RMY10,6.7,6814
RMY15,5.0,13853
RVD10,5.2,1361
SCo10,8.9,8228
SWa10,8.3,8963
WLe10,4.6,12251
WSa5,6.7,6107
AlB10,7.1,5971
BuH10,4.9,1866
BuH15,5.9,3620
BvH8,8.0,14380
CBP10,8.0,3926
CBP12,6.3,4497
CoA1,4.7,10413
CoA10,7.2,11014
DDy10,6.5,13889
DeJ28,5.2,8983
DLy2,4.8,5844
DLy5,6.8,2045
DWr10,6.4,64
FDG10,5.7,6986
GeM2,4.9,12298
GeM5,7.5,4226
IdB10,7.3,8892
ICd10,7.5,14378
HoZ10,6.5,952
HoZ12,7.0,7470
HoZ14,8.6,13553
HoZ18,7.5,10793
HSu10,7.6,2541
JCm5,5.0,8457
JTo3,7.1,13774
LBe20,4.4,5878
PSc1,7.0,5603
PSc10,5.6,14697
PSc12,7.8,6181
PSc20,9.0,4501
RBu10,7.0,7058
RBu15,6.0,8426
RBu20,6.0,11403
RHy10,6.0,6727
RiL10,7.1,7053
RiL14,6.5,9089
RiL15,8.0,5
RKl10,5.1,14481
RoE10,7.5,4055
RS1,6.9,3835
RS2,8.4,8564
RS3,6.1,4493
RS28,8.9,6775
SRa5,5.8,12166
SRa10,5.4,98
TCh1,6.1,4960
TCh2,6.5,11369
TCh3,5.9,1493
TCh4,4.8,1628
TCh5,5.2,7798
TCh6,6.6,4605
WBe2,6.9,12982
WBe10,7.6,13106
WBe15,8.4,7370
AAl6,4.9,6113
AAr10,5.3,10606
AAr20,7.2,7964
ABr2,6.6,1325
ABr3,8.7,10608
ABr4,4.7,11329
BBi10,5.3,7385
CiS10,6.4,4015
DLD10,6.5,13720
FWa10,7.5,13707
GiA10,7.4,13819
GiA30,4.9,7074
HBe1,7.1,10242
HBe2,5.3,10206
HBe18,8.4,2786
ICt10,8.2,10790
JaF10,8.9,6268
MBr5,7.0,3311
MCh5,5.1,11312
MeS10,6.4,9148
MM10,7.2,4131
MLt10,6.9,1247
MLt15,7.2,13611
MRb10,6.4,9484
MRb15,5.4,784
NiM5,5.1,1091
NiM12,4.9,14257
PAal,6.9,5636
SDr1,7.9,797
SDr10,5.7,8763
SMa10,3.7,7192
SyS1,6.2,2443
SyS2,4.7,3969
TrJ10,7.4,11431
TrJ12,7.5,7358
TrJ14,7.3,8851
WRi10,5.8,7409
ALi10,6.0,11425
ALi15,8.3,3721
BBy10,5.9,4301
CBd10,7.6,1293
CBd20,6.4,12029
DeH10,8.5,12501
DIr5,8.3,1756
DIr10,5.1,2516
EBi10,6.2,1173
ErK10,4.5,4252
ErK20,6.1,7133
GBo5,7.9,5244
GBo15,8.6,13804
GCl20,6.5,6213
GPe10,5.1,4759
GMx2,5.2,7086
GNs10,6.4,9577
GTr10,7.9,3955
GTr12,5.3,38
GaW10,7.9,9084
HaR1,5.8,6567
IBy10,6.1,4318
IHm10,3.2,9376
IMz10,4.1,9940
IIr10,5.2,2141
IIr12,8.6,1616
IIr17,4.9,7427
ISy10,8.1,624
ISy22,6.7,3607
JfW5,5.1,14904
JGl10,8.9,2086
JGl15,6.2,146
JiA1,6.5,7287
JiA5,4.5,437
JiA10,6.2,5581
JoO10,6.9,11403
JoS1,4.8,7211
JoS5,8.2,11407
JoS16,4.4,4757
JrF10,6.7,220
JsC10,7.1,2238
JSd10,6.0,9252
JTM10,6.0,6849
KW10,8.3,14379
LGG10,5.5,14987
MtD10,5.6,13938
MBm1,7.5,2527
MDa10,6.6,2062
MNe10,8.2,7305
MNe22,7.6,12697
MNe25,6.6,13498
MRc10,6.5,1092
PAl14,7.8,2690
PAl16,6.8,6365
PHa10,6.5,3744
PHa15,4.2,13770
PHa25,8.0,92
PLy10,8.6,8977
PLy15,8.6,1309
PSt10,7.9,8939
ReD10,5.7,1266
RFM10,6.9,11045
RFM12,6.4,5480
RFM20,4.5,14562
RGr10,6.6,6354
RKa10,8.7,4090
RLi10,7.0,10086
RLi25,5.7,9638
RR1,4.8,9207
RR4,3.1,13024
RSr10,7.9,8071
RSp8,6.1,14415
SSC1,5.6,7217
SSC2l,5.9,6599
SvP10,4.9,14135
TaH2,6.3,10126
TaH5,7.7,7596
TaH6,8.8,6904
TBl10,6.3,5526
TBl15,6.0,9912
THu10,6.3,4978
THu13,6.5,1815
VeZ10,6.6,9003
WaB10,6.6,4020
AbF10,8.1,9563
AbF25,3.4,14258
AbF26,6.2,14726
AbF27,5.4,6512
AnB5,7.6,9916
AnB10,7.9,12207
AnB20,7.1,14204
BDC8,8.3,8442
BiP10,8.2,7500
BMa10,7.2,9861
CaG1,7.3,7996
DDa10,6.3,2593
DSh10,7.1,10250
DSt10,6.2,10345
DuM5,6.8,9266
ErD10,6.7,10425
ETi10,6.3,12399
FLg10,6.9,12276
FRo10,8.3,2824
GrB4,5.6,10583
HAv10,6.5,14939
IG1,5.7,5522
IG2,6.5,4232
IG4,4.6,3409
JCL10,5.7,11198
JCp10,6.4,6090
JCp15,6.1,9739
JFi10,6.4,11915
JJB10,8.2,13065
JnT10,4.4,13051
KeS10,5.2,6243
MCb10,6.8,13930
MLe10,7.0,11449
MMo10,8.5,9327
MnB10,6.4,3735
MyR10,5.5,12260
OzS10,5.6,6272
